PartID      PartName                                           OrderNumber               LineNumber Schedule                                           CheckIn                 CheckOut                RawPartNumber
----------- -------------------------------------------------- ------------------------- ---------- -------------------------------------------------- ----------------------- ----------------------- ------------------------------
208844      W3618X24BD                                         21012448                  03         SCHEDULE 08-22                                     2023-08-18 14:26:40.360 2023-08-22 07:18:11.223 NULL
208845      W3618X24BD                                         21012448                  03         SCHEDULE 08-22                                     2023-08-18 14:26:40.393 2023-08-22 07:18:11.257 NULL
208846      W10 1/8,36                                         21012448                  04         SCHEDULE 08-22                                     2023-08-18 14:26:40.393 2023-08-22 07:18:11.303 NULL
208847      W10 1/8,36                                         21012448                  04         SCHEDULE 08-22                                     2023-08-18 14:26:40.407 2023-08-22 07:18:11.333 NULL
208848      W10 1/8,36                                         21012448                  04         SCHEDULE 08-22                                     2023-08-18 14:26:40.423 2023-08-22 07:18:11.367 NULL
208849      W2236BD                                            21012448                  05         SCHEDULE 08-22                                     2023-08-18 14:26:40.430 2023-08-22 07:18:11.397 NULL
208850      W2236BD                                            21012448                  05         SCHEDULE 08-22                                     2023-08-18 14:26:40.430 2023-08-22 07:18:11.427 NULL
208851      W2236BD                                            21012448                  06         SCHEDULE 08-22                                     2023-08-18 14:26:40.493 2023-08-22 07:18:11.457 NULL
208852      W2236BD                                            21012448                  06         SCHEDULE 08-22                                     2023-08-18 14:26:40.507 2023-08-22 07:18:11.493 NULL
208853      W3436BD                                            21012448                  07         SCHEDULE 08-22                                     2023-08-18 14:26:40.530 2023-08-22 07:18:11.523 NULL
208854      W3436BD                                            21012448                  07         SCHEDULE 08-22                                     2023-08-18 14:26:40.593 2023-08-22 07:18:11.553 NULL
208855      W3436BD                                            21012448                  07         SCHEDULE 08-22                                     2023-08-18 14:26:40.623 2023-08-22 07:18:11.587 NULL
208856      W3436BD                                            21012448                  07         SCHEDULE 08-22                                     2023-08-18 14:26:40.647 2023-08-22 07:18:11.620 NULL
208857      SCW2436SSPC                                        21012448                  08         SCHEDULE 08-22                                     2023-08-18 14:26:40.693 2023-08-22 07:18:11.647 NULL
208858      SCW2436SSPC                                        21012448                  08         SCHEDULE 08-22                                     2023-08-18 14:26:40.707 2023-08-22 07:18:11.680 NULL
208859      B26 5/8BDFWD                                       21012448                  09         SCHEDULE 08-22                                     2023-08-18 14:26:40.747 2023-08-22 07:18:11.713 NULL
208860      B26 5/8BDFWD                                       21012448                  09         SCHEDULE 08-22                                     2023-08-18 14:26:40.777 2023-08-22 07:18:11.747 NULL
208861      B26 5/8BDFWD                                       21012448                  09         SCHEDULE 08-22                                     2023-08-18 14:26:40.793 2023-08-22 07:18:11.780 NULL
208862      B26 5/8BDFWD                                       21012448                  09         SCHEDULE 08-22                                     2023-08-18 14:26:40.810 2023-08-22 07:18:11.810 NULL
208863      BASE CAB SPEC                                      21012448                  10         SCHEDULE 08-22                                     2023-08-18 14:26:40.823 2023-08-22 07:18:11.840 NULL
208864      BASE CAB SPEC                                      21012448                  10         SCHEDULE 08-22                                     2023-08-18 14:26:40.863 2023-08-22 07:18:11.897 NULL
208865      BASE CAB SPEC                                      21012448                  10         SCHEDULE 08-22                                     2023-08-18 14:26:40.930 2023-08-22 07:18:11.927 NULL
208866      STB22 1/4BD                                        21012448                  11         SCHEDULE 08-22                                     2023-08-18 14:26:40.963 2023-08-22 07:18:11.957 NULL
208867      STB22 1/4BD                                        21012448                  12         SCHEDULE 08-22                                     2023-08-18 14:26:40.993 2023-08-22 07:18:11.990 NULL
208868      STB22 1/4BD                                        21012448                  12         SCHEDULE 08-22                                     2023-08-18 14:26:41.063 2023-08-22 07:18:12.020 NULL
208869      SRU33-BD                                           21012448                  13         SCHEDULE 08-22                                     2023-08-18 14:26:41.110 2023-08-22 07:18:12.050 NULL
208870      SRU33-BD                                           21012448                  13         SCHEDULE 08-22                                     2023-08-18 14:26:41.193 2023-08-22 07:18:12.083 NULL
208871      BCB48                                              21012448                  14         SCHEDULE 08-22                                     2023-08-18 14:26:41.247 2023-08-22 07:18:12.120 NULL
208872      BCB48                                              21012448                  14         SCHEDULE 08-22                                     2023-08-18 14:26:41.287 2023-08-22 07:18:12.153 NULL
208873      BSB-24-12 DEEP                                     21012448                  15         SCHEDULE 08-22                                     2023-08-18 14:26:41.337 2023-08-22 07:18:12.200 NULL
208874      FFEL & FFER                                        21012448                  15         SCHEDULE 08-22                                     2023-08-18 14:26:41.377 2023-08-22 07:18:12.237 NULL
208875      FFEL & FFER                                        21012448                  15         SCHEDULE 08-22                                     2023-08-18 14:26:41.407 2023-08-22 07:18:12.287 NULL
208876      FFEL & FFER                                        21012448                  15         SCHEDULE 08-22                                     2023-08-18 14:26:41.440 2023-08-22 07:18:12.340 NULL
208877      BMC-24 3/8                                         21012448                  16         SCHEDULE 08-22                                     2023-08-18 14:26:41.460 2023-08-22 07:18:12.380 NULL
208878      BMC-24 3/8                                         21012448                  16         SCHEDULE 08-22                                     2023-08-18 14:26:41.477 2023-08-22 07:18:12.417 NULL
208879      32 1/2BC--84BD                                     21012448                  17         SCHEDULE 08-22                                     2023-08-18 14:26:41.497 2023-08-22 07:18:12.447 NULL
208880      32 1/2BC--84BD                                     21012448                  17         SCHEDULE 08-22                                     2023-08-18 14:26:41.520 2023-08-22 07:18:12.477 NULL
208881      FF & DBP                                           21012448                  18         SCHEDULE 08-22                                     2023-08-18 14:26:41.537 2023-08-22 07:18:12.507 NULL
208882      TEP--90H-1 1/2                                     21012448                  19         SCHEDULE 08-22                                     2023-08-18 14:26:41.570 2023-08-22 07:18:12.540 NULL
208883      TEP--90H-1 1/2                                     21012448                  19         SCHEDULE 08-22                                     2023-08-18 14:26:41.590 2023-08-22 07:18:12.570 NULL
208884      TEP--90H-1 1/2                                     21012448                  19         SCHEDULE 08-22                                     2023-08-18 14:26:41.600 2023-08-22 07:18:12.597 NULL
208885      TEP--90H-1 1/2                                     21012448                  20         SCHEDULE 08-22                                     2023-08-18 14:26:41.620 2023-08-22 07:18:12.627 NULL
208886      UF-3-36                                            21012448                  29         SCHEDULE 08-22                                     2023-08-18 14:26:41.660 2023-08-22 07:18:12.657 NULL
208887      W2424BD                                            21012474                  03         SCHEDULE 08-22                                     2023-08-18 14:26:41.933 2023-08-22 07:18:12.687 NULL
208888      W2424BD                                            21012474                  03         SCHEDULE 08-22                                     2023-08-18 14:26:41.973 2023-08-22 07:18:12.717 NULL
208889      W19 1/2,36                                         21012474                  04         SCHEDULE 08-22                                     2023-08-18 14:26:42.017 2023-08-22 07:18:12.747 NULL
208890      W19 1/2,36                                         21012474                  04         SCHEDULE 08-22                                     2023-08-18 14:26:42.037 2023-08-22 07:18:12.780 NULL
208891      W19 1/2,36                                         21012474                  04         SCHEDULE 08-22                                     2023-08-18 14:26:42.187 2023-08-22 07:18:12.827 NULL
208892      W19 1/2,36                                         21012474                  04         SCHEDULE 08-22                                     2023-08-18 14:26:42.277 2023-08-22 07:18:12.873 NULL
208893      W19 1/2,36                                         21012474                  05         SCHEDULE 08-22                                     2023-08-18 14:26:42.350 2023-08-22 07:18:12.907 NULL
208894      W19 1/2,36                                         21012474                  05         SCHEDULE 08-22                                     2023-08-18 14:26:42.420 2023-08-22 07:18:12.940 NULL
208895      W19 1/2,36                                         21012474                  05         SCHEDULE 08-22                                     2023-08-18 14:26:42.513 2023-08-22 07:18:12.970 NULL
208896      W19 1/2,36                                         21012474                  05         SCHEDULE 08-22                                     2023-08-18 14:26:42.593 2023-08-22 07:18:13.003 NULL
208897      W2436BD                                            21012474                  06         SCHEDULE 08-22                                     2023-08-18 14:26:42.657 2023-08-22 07:18:13.037 NULL
208898      W2436BD                                            21012474                  06         SCHEDULE 08-22                                     2023-08-18 14:26:42.697 2023-08-22 07:18:13.067 NULL
208899      W2436BD                                            21012474                  07         SCHEDULE 08-22                                     2023-08-18 14:26:42.717 2023-08-22 07:18:13.097 NULL
208900      W2436BD                                            21012474                  07         SCHEDULE 08-22                                     2023-08-18 14:26:42.743 2023-08-22 07:18:13.127 NULL
208901      W2436BD                                            21012474                  07         SCHEDULE 08-22                                     2023-08-18 14:26:42.807 2023-08-22 07:18:13.163 NULL
208902      W2436BD                                            21012474                  07         SCHEDULE 08-22                                     2023-08-18 14:26:42.827 2023-08-22 07:18:13.193 NULL
208903      W34 7/8,36BD                                       21012474                  08         SCHEDULE 08-22                                     2023-08-18 14:26:42.837 2023-08-22 07:18:13.227 NULL
208904      W34 7/8,36BD                                       21012474                  08         SCHEDULE 08-22                                     2023-08-18 14:26:42.877 2023-08-22 07:18:13.257 NULL
208905      W36 1/8,36                                         21012474                  09         SCHEDULE 08-22                                     2023-08-18 14:26:42.887 2023-08-22 07:18:13.290 NULL
208906      W36 1/8,36                                         21012474                  09         SCHEDULE 08-22                                     2023-08-18 14:26:42.950 2023-08-22 07:18:13.320 NULL
208907      W3617 1/2X24BD                                     21012474                  10         SCHEDULE 08-22                                     2023-08-18 14:26:42.957 2023-08-22 07:18:13.357 NULL
208908      B11                                                21012474                  11         SCHEDULE 08-22                                     2023-08-18 14:26:42.970 2023-08-22 07:18:13.387 NULL
208909      B11                                                21012474                  11         SCHEDULE 08-22                                     2023-08-18 14:26:42.990 2023-08-22 07:18:13.420 NULL
208910      STB20                                              21012474                  12         SCHEDULE 08-22                                     2023-08-18 14:26:42.997 2023-08-22 07:18:13.450 NULL
208911      STB20                                              21012474                  12         SCHEDULE 08-22                                     2023-08-18 14:26:43.010 2023-08-22 07:18:13.487 NULL
208912      STB20                                              21012474                  12         SCHEDULE 08-22                                     2023-08-18 14:26:43.070 2023-08-22 07:18:13.517 NULL
208913      STB20                                              21012474                  13         SCHEDULE 08-22                                     2023-08-18 14:26:43.080 2023-08-22 07:18:13.547 NULL
208914      B24BD                                              21012474                  14         SCHEDULE 08-22                                     2023-08-18 14:26:43.100 2023-08-22 07:18:13.577 NULL
208915      B24BD                                              21012474                  14         SCHEDULE 08-22                                     2023-08-18 14:26:43.110 2023-08-22 07:18:13.607 NULL
208916      SRU24-BD                                           21012474                  15         SCHEDULE 08-22                                     2023-08-18 14:26:43.153 2023-08-22 07:18:13.643 NULL
208917      SRU24-BD                                           21012474                  15         SCHEDULE 08-22                                     2023-08-18 14:26:43.173 2023-08-22 07:18:13.673 NULL
208918      ASC36                                              21012474                  16         SCHEDULE 08-22                                     2023-08-18 14:26:43.193 2023-08-22 07:18:13.707 NULL
208919      ASC36                                              21012474                  16         SCHEDULE 08-22                                     2023-08-18 14:26:43.233 2023-08-22 07:18:13.740 NULL
208920      34 5/8BC--90BD                                     21012474                  17         SCHEDULE 08-22                                     2023-08-18 14:26:43.273 2023-08-22 07:18:13.780 NULL
208921      34 5/8BC--90BD                                     21012474                  17         SCHEDULE 08-22                                     2023-08-18 14:26:43.323 2023-08-22 07:18:13.810 NULL
208922      34 5/8BC--90BD                                     21012474                  17         SCHEDULE 08-22                                     2023-08-18 14:26:43.397 2023-08-22 07:18:13.843 NULL
208923      34 5/8BC--90BD                                     21012474                  17         SCHEDULE 08-22                                     2023-08-18 14:26:43.467 2023-08-22 07:18:13.873 NULL
208924      RCD-23 1/2                                         21012474                  18         SCHEDULE 08-22                                     2023-08-18 14:26:43.507 2023-08-22 07:18:13.903 NULL
208925      B36BD                                              21012474                  21         SCHEDULE 08-22                                     2023-08-18 14:26:43.557 2023-08-22 07:18:13.943 NULL
208926      B36BD                                              21012474                  21         SCHEDULE 08-22                                     2023-08-18 14:26:43.627 2023-08-22 07:18:13.993 NULL
208927      TEP--90H-3                                         21012474                  22         SCHEDULE 08-22                                     2023-08-18 14:26:43.690 2023-08-22 07:18:14.023 NULL
208928      TEP--90H-1 1/2                                     21012474                  23         SCHEDULE 08-22                                     2023-08-18 14:26:43.720 2023-08-22 07:18:14.057 NULL
208929      BEP-1 1/4                                          21012474                  33         SCHEDULE 08-22                                     2023-08-18 14:26:43.737 2023-08-22 07:18:14.087 NULL
208930      W1842                                              21012771                  03         SCHEDULE 08-22                                     2023-08-18 14:26:43.897 2023-08-22 07:18:14.117 NULL
208931      W1842                                              21012771                  03         SCHEDULE 08-22                                     2023-08-18 14:26:43.937 2023-08-22 07:18:14.150 NULL
208932      W1842                                              21012771                  03         SCHEDULE 08-22                                     2023-08-18 14:26:43.950 2023-08-22 07:18:14.187 NULL
208933      W1842                                              21012771                  03         SCHEDULE 08-22                                     2023-08-18 14:26:43.983 2023-08-22 07:18:14.217 NULL
208934      W1842                                              21012771                  04         SCHEDULE 08-22                                     2023-08-18 14:26:43.997 2023-08-22 07:18:14.250 NULL
208935      W1842                                              21012771                  04         SCHEDULE 08-22                                     2023-08-18 14:26:44.013 2023-08-22 07:18:14.303 NULL
208936      W1842                                              21012771                  04         SCHEDULE 08-22                                     2023-08-18 14:26:44.020 2023-08-22 07:18:14.350 NULL
208937      W25 5/8,42-BD                                      21012771                  05         SCHEDULE 08-22                                     2023-08-18 14:26:44.037 2023-08-22 07:18:14.407 NULL
208938      W25 5/8,42-BD                                      21012771                  05         SCHEDULE 08-22                                     2023-08-18 14:26:44.037 2023-08-22 07:18:14.447 NULL
208939      W32 1/4,42-BD                                      21012771                  06         SCHEDULE 08-22                                     2023-08-18 14:26:44.050 2023-08-22 07:18:14.477 NULL
208940      W32 1/4,42-BD                                      21012771                  06         SCHEDULE 08-22                                     2023-08-18 14:26:44.067 2023-08-22 07:18:14.507 NULL
208941      W32 1/4,42-BD                                      21012771                  07         SCHEDULE 08-22                                     2023-08-18 14:26:44.083 2023-08-22 07:18:14.540 NULL
208942      W32 1/4,42-BD                                      21012771                  07         SCHEDULE 08-22                                     2023-08-18 14:26:44.097 2023-08-22 07:18:14.570 NULL
208943      SCW25 1/2,26,42SPC                                 21012771                  08         SCHEDULE 08-22                                     2023-08-18 14:26:44.150 2023-08-22 07:18:14.600 NULL
208944      SCW25 1/2,26,42SPC                                 21012771                  08         SCHEDULE 08-22                                     2023-08-18 14:26:44.167 2023-08-22 07:18:14.637 NULL
208945      SCW25 1/2,26,42SPC                                 21012771                  08         SCHEDULE 08-22                                     2023-08-18 14:26:44.213 2023-08-22 07:18:14.670 NULL
208946      48WH-2024                                          21012771                  09         SCHEDULE 08-22                                     2023-08-18 14:26:44.267 2023-08-22 07:18:14.700 NULL
208947      48WH-2024                                          21012771                  09         SCHEDULE 08-22                                     2023-08-18 14:26:44.283 2023-08-22 07:18:14.733 NULL
208948      WFUD-3612                                          21012771                  10         SCHEDULE 08-22                                     2023-08-18 14:26:44.320 2023-08-22 07:18:14.763 NULL
208949      STB22 1/4                                          21012771                  11         SCHEDULE 08-22                                     2023-08-18 14:26:44.367 2023-08-22 07:18:14.797 NULL
208950      STB22 1/4                                          21012771                  12         SCHEDULE 08-22                                     2023-08-18 14:26:44.383 2023-08-22 07:18:14.830 NULL
208951      B-3-17 1/4                                         21012771                  13         SCHEDULE 08-22                                     2023-08-18 14:26:44.400 2023-08-22 07:18:14.873 NULL
208952      B-3-17 1/4                                         21012771                  13         SCHEDULE 08-22                                     2023-08-18 14:26:44.420 2023-08-22 07:18:14.923 NULL
208953      B-3-35 5/8                                         21012771                  14         SCHEDULE 08-22                                     2023-08-18 14:26:44.437 2023-08-22 07:18:14.967 NULL
208954      B-3-35 5/8                                         21012771                  14         SCHEDULE 08-22                                     2023-08-18 14:26:44.467 2023-08-22 07:18:15.010 NULL
208955      SRU36BD                                            21012771                  15         SCHEDULE 08-22                                     2023-08-18 14:26:44.500 2023-08-22 07:18:15.070 NULL
208956      SRU36BD                                            21012771                  15         SCHEDULE 08-22                                     2023-08-18 14:26:44.517 2023-08-22 07:18:15.103 NULL
208957      CBS36-PC                                           21012771                  16         SCHEDULE 08-22                                     2023-08-18 14:26:44.520 2023-08-22 07:18:15.140 NULL
208958      CBS36-PC                                           21012771                  16         SCHEDULE 08-22                                     2023-08-18 14:26:44.553 2023-08-22 07:18:15.183 NULL
208959      CBS36-PC                                           21012771                  16         SCHEDULE 08-22                                     2023-08-18 14:26:44.583 2023-08-22 07:18:15.220 NULL
208960      RCD-18                                             21012771                  17         SCHEDULE 08-22                                     2023-08-18 14:26:44.623 2023-08-22 07:18:15.250 NULL
208961      CGSC-12 3/8                                        21012771                  18         SCHEDULE 08-22                                     2023-08-18 14:26:44.637 2023-08-22 07:18:15.287 NULL
208962      TEPR--96H-3                                        21012771                  20         SCHEDULE 08-22                                     2023-08-18 14:26:44.653 2023-08-22 07:18:15.317 NULL
208963      TEPR--96H-3                                        21012771                  20         SCHEDULE 08-22                                     2023-08-18 14:26:44.670 2023-08-22 07:18:15.350 NULL
208964      TEPR--96H-1 1/2                                    21012771                  21         SCHEDULE 08-22                                     2023-08-18 14:26:44.683 2023-08-22 07:18:15.380 NULL
208965      TEPR--96H-1 1/2                                    21012771                  21         SCHEDULE 08-22                                     2023-08-18 14:26:44.700 2023-08-22 07:18:15.410 NULL
208966      UF-6-84                                            21012771                  22         SCHEDULE 08-22                                     2023-08-18 14:26:44.717 2023-08-22 07:18:15.443 NULL
208967      UF-4 1/2-96                                        21012771                  25         SCHEDULE 08-22                                     2023-08-18 14:26:44.723 2023-08-22 07:18:15.477 NULL
208968      UF-4 1/2-96                                        21012771                  25         SCHEDULE 08-22                                     2023-08-18 14:26:44.737 2023-08-22 07:18:15.507 NULL
208969      UF-4 1/2-96                                        21012771                  25         SCHEDULE 08-22                                     2023-08-18 14:26:44.753 2023-08-22 07:18:15.540 NULL
208970      UF-4 1/2-96                                        21012771                  25         SCHEDULE 08-22                                     2023-08-18 14:26:44.770 2023-08-22 07:18:15.570 NULL
208971      UF-4 1/2-96                                        21012771                  25         SCHEDULE 08-22                                     2023-08-18 14:26:44.800 2023-08-22 07:18:15.603 NULL
208972      Style: INDEPENDENCE                                21012448                  11         SCHEDULE 08-22                                     2023-08-18 14:26:44.837 2023-08-21 09:01:58.753 NULL
208973      Style: INDEPENDENCE                                21012448                  12         SCHEDULE 08-22                                     2023-08-18 14:26:44.870 2023-08-21 09:01:58.970 NULL
208974      Style: INDEPENDENCE                                21012448                  13         SCHEDULE 08-22                                     2023-08-18 14:26:44.900 2023-08-21 09:01:59.000 NULL
208975      Style: INDEPENDENCE                                21012448                  14         SCHEDULE 08-22                                     2023-08-18 14:26:44.917 2023-08-21 09:01:59.067 NULL
208976      Style: INDEPENDENCE                                21012448                  15         SCHEDULE 08-22                                     2023-08-18 14:26:44.937 2023-08-21 09:01:59.097 NULL
208977      Style: INDEPENDENCE                                21012448                  16         SCHEDULE 08-22                                     2023-08-18 14:26:44.953 2023-08-21 09:01:59.350 NULL
208978      Style: INDEPENDENCE                                21012448                  17         SCHEDULE 08-22                                     2023-08-18 14:26:44.970 2023-08-21 09:01:59.380 NULL
208979      Style: INDEPENDENCE                                21012448                  18         SCHEDULE 08-22                                     2023-08-18 14:26:44.987 2023-08-21 09:01:59.457 NULL
208980      Style: INDEPENDENCE                                21012448                  19         SCHEDULE 08-22                                     2023-08-18 14:26:45.023 2023-08-21 09:01:59.493 NULL
208981      Style: INDEPENDENCE                                21012448                  20         SCHEDULE 08-22                                     2023-08-18 14:26:45.053 2023-08-21 09:01:59.660 NULL
208982      Style: INDEPENDENCE                                21012448                  21         SCHEDULE 08-22                                     2023-08-18 14:26:45.070 2023-08-21 09:01:59.687 NULL
208983      Style: INDEPENDENCE                                21012448                  22         SCHEDULE 08-22                                     2023-08-18 14:26:45.087 2023-08-21 09:01:59.777 NULL
208984      Style: INDEPENDENCE                                21012448                  23         SCHEDULE 08-22                                     2023-08-18 14:26:45.100 2023-08-21 09:01:59.817 NULL
208985      Style: INDEPENDENCE                                21012448                  24         SCHEDULE 08-22                                     2023-08-18 14:26:45.123 2023-08-21 09:01:59.857 NULL
208986      Style: INDEPENDENCE                                21012448                  25         SCHEDULE 08-22                                     2023-08-18 14:26:45.217 2023-08-21 09:01:59.893 NULL
208987      Style: INDEPENDENCE                                21012448                  26         SCHEDULE 08-22                                     2023-08-18 14:26:45.270 2023-08-21 09:01:59.933 NULL
208988      Style: INDEPENDENCE                                21012448                  27         SCHEDULE 08-22                                     2023-08-18 14:26:45.287 2023-08-21 09:01:59.967 NULL
208989      Style: INDEPENDENCE                                21012448                  28         SCHEDULE 08-22                                     2023-08-18 14:26:45.300 2023-08-21 09:02:00.003 NULL
208990      Style: INDEPENDENCE                                21012448                  29         SCHEDULE 08-22                                     2023-08-18 14:26:45.323 2023-08-21 09:02:00.033 NULL
208991      Style: INDEPENDENCE                                21012448                  30         SCHEDULE 08-22                                     2023-08-18 14:26:45.387 2023-08-21 09:02:00.063 NULL
208992      Style: INDEPENDENCE                                21012448                  31         SCHEDULE 08-22                                     2023-08-18 14:26:45.440 2023-08-21 09:02:00.093 NULL
208993      Style: INDEPENDENCE                                21012448                  32         SCHEDULE 08-22                                     2023-08-18 14:26:45.470 2023-08-21 09:02:00.130 NULL
208994      Style: INDEPENDENCE                                21012448                  33         SCHEDULE 08-22                                     2023-08-18 14:26:45.523 2023-08-21 09:02:00.160 NULL
208995      Style: INDEPENDENCE                                21012448                  34         SCHEDULE 08-22                                     2023-08-18 14:26:45.540 2023-08-21 09:02:00.190 NULL
208996      Style: BROCKTON                                    21012474                  11         SCHEDULE 08-22                                     2023-08-18 14:26:45.663 2023-08-21 09:02:00.220 NULL
208997      Style: BROCKTON                                    21012474                  12         SCHEDULE 08-22                                     2023-08-18 14:26:45.693 2023-08-21 09:02:00.310 NULL
208998      Style: BROCKTON                                    21012474                  13         SCHEDULE 08-22                                     2023-08-18 14:26:45.710 2023-08-21 09:02:00.337 NULL
